Word,Count
voice,726
(or,726
predictable,725
entertaining,725
"here,",721
middle,719
humor,719
feels,719
children,719
better.,719
end.,716
talk,715
possibly,714
side,712
effort,712
way.,711
again.,709
First,706
add,705
son,701
happen,700
fall,698
daughter,697
whether,693
ten,693
sad,691
haven't,691
named,690
nor,689
finds,686
needed,685
knows,685
clear,685
incredibly,684
you've,683
attempts,683
Is,683
talent,682
Robert,681
somehow,678
/>As,675
films.,674
showing,673
child,673
"and,",673
hear,672
forced,672
"on,",670
(as,666
eyes,665
minute,664
easily,663
doubt,663
lives,662
buy,661
British,661
sequel,660
moment,660
four,660
characters.,659
enjoyed,657
reviews,656
works,652
certain,650
sorry,649
lots,648
including,648
reading,647
pay,647
move,645
living,645
fine,645
cheesy,645
change,645
English,645
writer,644
cool,644
Oh,644
dumb,641
chance,641
dark,640
figure,637
writers,634
disappointed,634
cinema,634
"Unfortunately,",634
possible,633
...,633
strange,632
hardly,632
Or,632
"scene,",631
hero,631
scary,630
meant,630
David,630
similar,628
within,627
From,626
Most,624
there.,623
stories,623
sometimes,623
footage,623
20,623
"him,",622
filmed,621
tells,620
usual,619
imagine,619
her.,618
"them,",617
war,616
means,615
hand,614
barely,614
problems,613
"character,",613
James,613
"funny,",612
average,612
"say,",611
George,611
room,608
/>A,608
loved,607
days,607
what's,605
violence,605
editing,605
begin,604
male,603
appear,603
sets,602
"out,",602
working,601
above,601
weren't,600
sounds,600
rating,599
plot.,598
alone,598
typical,597
"scenes,",596
expected,596
released,595
comments,595
awful.,595
These,595
/>,595
sexual,594
expecting,594
Its,594
kills,593
gone,593
fairly,593
"Also,",593
filmmakers,591
realize,589
biggest,589
pointless,586
forward,586
bored,585
excuse,584
avoid,584
who's,583
seriously,583
stand,582
important,582
up.,581
spend,581
excellent,581
ones,579
front,579
level,578
sequence,577
/>It's,577
became,576
cover,575
learn,574
storyline,573
points,573
gay,572
leaves,571
drama,570
work.,569
previous,569
comic,569
"up,",567
Who,566
genre,565
positive,564
etc.,563
words,562
failed,561
result,559
song,557
career,557
"though,",555
comment,555
Dr.,555
art,554
relationship,553
score,552
modern,552
history,552
ask,551
waiting,549
however,549
feature,548
OK,548
mess,547
An,547
husband,546
redeeming,545
brought,545
overall,544
bother,543
IMDb,543
worked,541
team,541
surprised,541
perfect,541
fake,541
elements,541
Like,541
"actors,",538
wrote,537
attention,537
material,536
acting.,536
towards,535
made.,535
explain,535
decide,535
brother,535
novel,534
box,534
sitting,533
hoping,533
credits,533
crew,531
30,531
murder,530
"mean,",530
difficult,530
Jack,530
By,530
utterly,529
events,529
among,528
remake,527
Her,526
Although,526
subject,525
producers,525
/>What,525
quickly,524
whatever,523
various,523
leading,523
television,522
deal,522
third,521
weird,519
"Yes,",519
Richard,519
thrown,517
Lee,517
"you,",516
pathetic,516
cinematography,516
Do,516
you.,515
either.,515
Peter,515
He's,515
"script,",514
watch.,512
too.,511
highly,511
create,511
light,509
not.,508
manages,508
ended,508
joke,507
check,506
"there,",505
show.,505
off.,504
leads,503
fast,503
suddenly,502
sequences,501
zombie,500
experience,499
shoot,498
entirely,497
please,496
"off,",496
message,496
lacks,496
missing,495
slasher,494
forget,494
admit,494
(who,494
decides,493
begins,493
view,492
slightly,489
Tom,489
terrible.,488
space,488
musical,488
eventually,488
amount,488
suppose,487
"life,",487
ideas,487
boring.,487
strong,486
open,486
interested,485
"said,",484
agree,484
hold,483
simple,482
follow,482
wait,481
hot,479
minutes.,478
Van,478
stick,477
random,477
happy,477
theater,476
potential,476
large,476
basic,476
whom,475
thinks,475
laughing,475
"know,",475
free,475
favorite,475
age,475
speak,474
neither,474
makers,474
documentary,473
Well,473
we're,472
supporting,472
rented,472
considering,472
French,471
"boring,",470
was.,469
walk,469
reality,469
flat,469
God,469
famous,468
dog,468
Perhaps,468
painful,467
meet,467
(a,467
15,466
"her,",465
features,465
songs,464
paid,464
fighting,464
roles,463
people.,462
particular,461
form,461
Also,461
easy,460
"But,",460
bought,458
viewers,457
screenplay,457
keeps,457
cop,457
"work,",454
scenes.,454
power,454
Japanese,454
concept,453
theme,452
involving,452
class,452
walking,451
"minutes,",450
likes,450
compared,449
outside,448
directors,448
copy,448
OF,448
wonderful,447
romantic,446
parents,446
die,446
question,445
Nothing,445
"""""I",445
supposedly,444
managed,444
herself,444
telling,443
talented,443
"Oh,",443
otherwise,441
"was,",440
plenty,440
"people,",440
country,440
rate,439
"book,",439
uses,438
throw,438
suspense,438
movie's,437
unfortunately,436
nudity,436
gun,436
computer,436
inside,435
cause,435
missed,434
common,434
runs,433
odd,433
much.,433
heart,433
Only,433
fit,432
directing,432
generally,431
casting,431
/>So,431
shooting,430
impossible,430
/>My,430
portrayed,429
"times,",428
members,428
you'd,427
script.,426
"enough,",426
"OK,",426
shame,425
hands,425
character.,425
dramatic,424
Joe,424
twist,423
soundtrack,423
meets,423
entertainment,423
mentioned,422
consider,422
college,422
political,421
bizarre,420
Another,418
pick,417
giant,417
Every,417
general,415
"awful,",415
90,415
screen.,414
produced,414
viewing,412
likely,412
thing.,411
"show,",411
sat,411
leaving,411
former,411
Paul,411
list,410
pure,409
Ed,409
pass,408
caught,408
recent,407
reasons,407
"effects,",407
"So,",407
Italian,407
considered,406
wrong.,405
mediocre,405
further,405
filled,405
fell,405
emotional,405
Because,404
scene.,403
brain,403
be.,403
older,402
girlfriend,402
tired,401
following,401
"comedy,",401
episodes,400
earlier,400
background,400
German,400
created,399
(in,399
wondering,398
stage,398
sick,398
sci-fi,398
in.,398
fire,398
brilliant,398
disappointing,397
crazy,397
future,396
effect,396
'The,396
value,395
moving,395
garbage,395
crappy,395
deserves,394
period,393
money.,393
development,393
creepy,393
"too,",392
?,392
"example,",391
villain,390
sense.,390
personal,390
cinematic,390
break,390
store,389
release,389
let's,388
wooden,387
credit,387
wearing,386
sister,386
blame,386
setting,385
naked,385
nobody,384
crime,384
added,384
brings,383
Where,383
showed,382
impression,382
dance,382
acted,382
trash,381
"man,",381
drug,380
suggest,379
stuck,379
opinion,379
honestly,379
Bad,379
merely,378
amazing,378
Man,378
surprise,377
sees,377
battle,376
Instead,376
hilarious,375
literally,374
laughs,374
about.,374
visual,373
trouble,373
rich,372
longer,372
it?,372
else.,372
Disney,372
somewhere,371
movie?,371
eye,371
King,371
"point,",370
military,370
do.,370
standard,369
lady,369
back.,369
10.,369
public,368
bottom,368
AND,368
animation,367
nowhere,366
gang,366
amusing,366
William,366
laughable,365
putting,364
"then,",363
enjoyable,363
crap.,363
cliché,363
thriller,362
cartoon,362
red,361
holes,361
hair,361
constantly,361
changed,361
situation,360
purpose,360
ago,360
pull,359
appeared,359
Did,359
"thing,",358
acts,358
Christian,358
worse.,357
ultimately,357
immediately,357
apart,357
mystery,356
more.,356
convincing,356
boys,356
moves,355
historical,355
comedy.,355
choice,355
ability,355
US,355
shouldn't,354
popular,354
hated,354
picked,353
book.,353
/>All,352
train,351
plus,351
onto,351
focus,351
"""""the",351
successful,350
state,350
present,350
intended,349
fair,349
business,349
younger,348
with.,348
role.,348
greatest,348
deep,348
"cast,",348
accent,348
turning,347
scientist,347
oh,347
did.,347
cult,347
project,346
names,346
million,346
times.,345
respect,345
"not,",345
escape,345
city,345
appreciate,345
Too,345
Christmas,345
/>To,345
water,344
violent,344
"interesting,",344
Sam,344
ways,343
utter,343
though.,343
rated,343
porn,343
it!,343
insult,343
deserve,343
zombies,342
unbelievable,342
"in,",342
familiar,342
company,341
Steve,341
/>For,341
laughed,340
follows,340
"And,",340
secret,339
cute,339
starring,338
Black,338
seconds,337
doctor,337
believable,337
appeal,337
air,337
actors.,337
"really,",336
control,336
clever,336
"but,",336
absolute,336
Star,336
original.,335
Unfortunately,335
B,335
"terrible,",334
indeed,334
ending.,334
island,333
interesting.,333
"great,",333
"seen,",332
include,332
"dialogue,",332
truth,331
studio,331
glad,330
describe,330
/>One,330
track,329
thats,329
tale,329
confusing,329
allowed,329
York,329
"""""",329
revenge,327
damn,327
carry,327
"so,",326
terribly,325
died,325
CGI,325
stock,324
social,324
filming,324
depth,324
tension,323
aspect,323
unfunny,322
appearance,322
okay,321
"director,",321
"better,",321
remotely,320
brief,320
recently,319
nature,319
match,319
equally,319
apparent,319
"Instead,",319
Jim,318
values,317
seemingly,317
flick.,317
catch,317
Bill,317
years.,316
manage,316
creature,316
confused,316
earth,315
drive,315
baby,315
atmosphere,315
(if,315
lousy,314
Movie,314
/>I'm,314
puts,313
contains,313
Indian,313
questions,312
presented,312
"yes,",311
ugly,311
tough,311
stupid.,311
"stupid,",311
meaning,311
away.,311
IS,311
Everything,311
somebody,310
horribly,310
ever.,310
disappointed.,310
chase,310
Ben,310
"music,",309
walked,308
science,308
falling,308
Other,308
vampire,307
soldiers,307
"made,",307
chemistry,307
Watch,307
Good,307
sent,306
/>-,306
rock,305
return,305
presence,305
place.,305
painfully,305
fantasy,305
door,305
changes,305
below,305
People,305
(not,305
self,304
god,304
romance,303
notice,303
character's,303
attack,303
Here,303
(with,303
(,303
through.,302
student,302
finish,302
deliver,302
audience.,302
Jane,302
saving,301
mainly,301
cops,301
build,301
allow,301
Scott,301
Let's,301
America,301
miss,300
disaster,300
bland,300
Was,300
surely,299
realized,299
exception,299
alien,299
80's,299
teen,298
ship,298
party,298
phone,297
mistake,297
low-budget,297
gonna,297
Very,297
"worse,",296
victim,296
time.<br,296
"series,",296
offer,296
series.,295
note,295
normal,295
followed,295
Charles,294
singing,293
mysterious,293
explanation,293
Avoid,293
success,292
sexy,292
down.,292
direct,292
ghost,291
endless,291
Two,291
Night,291
serial,290
ready,290
pace,290
lacking,290
Oscar,290
hopes,289
force,289
finding,289
before.,289
beat,289
Despite,289
saved,288
"hand,",288
terms,287
lighting,287
hasn't,287
adult,287
taste,286
intelligent,286
bed,286
street,285
negative,285
mad,285
instead.,285
"case,",285
religious,284
"do,",284
assume,284
Russian,284
"Now,",284
willing,283
realistic,283
prison,283
pieces,283
hadn't,283
day.,283
Chris,283
win,282
shock,282
building,282
boyfriend,282
Bruce,282
unnecessary,281
pile,281
"original,",281
opportunity,281
exciting,281
best.,281
"actor,",281
thin,280
ruined,280
books,280
"before,",280
House,280
together.,279
remains,279
fully,279
director's,279
band,279
adaptation,279
THIS,279
Once,279
!,278
worthy,277
treated,277
teenage,277
students,277
something.,277
sadly,277
narrative,277
moral,277
memorable,277
member,277
married,277
horrible.,277
Seagal,277
minor,276
Mary,276
provide,275
mess.,275
dreadful,275
attractive,275
ridiculous.,274
responsible,274
effects.,274
cant,274
fill,273
fat,273
drawn,273
She's,273
skip,272
martial,272
"guy,",272
becoming,272
asked,272
Ms.,272
mental,271
"long,",271
gotten,271
War,271
Christopher,271
portrayal,270
plane,270
"now,",270
image,270
dancing,270
bits,270
aspects,270
them.<br,269
held,269
disturbing,269
anybody,269
angry,269
NO,269
However,269
Film,269
Dead,269
zero,268
to.,268
this?,268
knowing,268
driving,268
so.,267
reminded,267
office,267
Steven,267
Asian,267
motion,266
irritating,266
"years,",265
world.,265
trailer,265
pretentious,265
pop,265
finished,265
dies,265
clichés,265
bloody,265
"with,",264
thus,264
lose,264
lived,264
"later,",264
heavy,264
embarrassing,264
developed,264
victims,263
nasty,263
government,263
began,263
quick,262
lets,262
eat,262
calls,262
Kevin,262
trip,261
scenery,261
right.,261
6,261
(like,261
wasting,260
"much,",260
movie!,260
extra,260
answer,260
Martin,260
stands,259
situations,259
"role,",259
"reason,",259
mildly,259
"like,",259
fail,259
expectations,259
dressed,259
"action,",259
Big,259
society,258
loud,258
language,258
desperate,258
asking,258
torture,257
flicks,257
destroy,257
constant,257
amateurish,257
smart,256
images,256
fear,256
anything.,256
afraid,256
/,256
search,255
plan,255
numerous,255
led,255
element,255
"No,",255
"Anyway,",255
wanting,254
support,254
screaming,254
mood,254
enough.,254
costumes,254
audiences,254
six,253
prove,253
mix,253
introduced,253
empty,253
100,253
"short,",252
man.,252
listen,252
kinda,252
helped,252
de,252
continue,252
spends,251
slowly,251
renting,251
humour,251
"direction,",251
bothered,251
all.<br,251
Since,251
Many,251
Director,251
loose,250
faces,250
difference,250
Don,250
unique,249
super,249
spot,249
shallow,249
perfectly,249
accept,249
Which,249
"wrong,",248
pulled,248
producer,248
point.,248
limited,248
dying,248
Little,248
camp,247
None,247
Jones,247
they've,246
technical,246
steal,246
sounded,246
rape,246
proves,246
heads,246
gratuitous,246
"girl,",246
clothes,246
amateur,246
Stephen,246
stopped,245
sign,245
loves,245
eating,245
compare,245
unable,244
tedious,244
soap,244
share,244
news,244
man's,244
cuts,244
"best,",244
"be,",244
artistic,244
Jerry,244
spirit,243
places,243
garbage.,243
creative,243
animal,243
"watch,",242
ran,242
pain,242
location,242
"dull,",242
contrived,242
bigger,242
Tim,242
won,241
offers,241
figured,241
favor,241
"fan,",241
/>Not,241
touch,240
season,240
reason.,240
innocent,240
"horrible,",240
everybody,240
count,240
affair,240
/>Don't,240
twenty,239
suspect,239
speaking,239
sleep,239
noticed,239
impressive,239
conclusion,239
channel,239
bright,239
bar,239
annoying.,239
absurd,239
tone,238
suffers,238
"moments,",238
climax,238
"Then,",238
Having,238
40,238
"woman,",237
this.<br,237
superior,237
rarely,237
professional,237
honest,237
done.,237
Let,237
sheer,236
overly,236
"money,",236
majority,236
happening,236
great.,236
for.,236
explained,236
central,236
Their,236
Mr,236
"sense,",235
reviewers,235
murders,235
mouth,235
flying,235
disappointment,235
"budget,",235
Charlie,235
/>When,235
over.,234
jump,234
details,234
convince,234
"are,",234
involves,233
critics,233
Will,233
would've,232
twists,232
"see,",232
road,232
asks,232
animated,232
Billy,232
Americans,232
****,232
walks,231
"part,",231
now.,231
industry,231
"flick,",231
edited,231
More,231
/>On,231
watchable,230
virtually,230
practically,230
nothing.,230
awkward,230
Though,230
South,230
Earth,230
"world,",229
therefore,229
race,229
know.,229
issues,229
"day,",229
content,229
clichéd,229
Great,229
halfway,228
folks,228
Mike,228
2.,228
watching.,227
"to,",227
key,227
includes,227
disappointment.,227
described,227
chick,227
World,227
unlike,226
throwing,226
surprisingly,226
sell,226
photography,226
other.,226
"opinion,",226
lies,226
embarrassed,226
downright,226
creating,226
cinema.,226
agent,226
Please,226
talks,225
proper,225
"predictable,",225
pacing,225
learned,225
land,225
independent,225
forgotten,225
capable,225
Wood,225
whilst,224
"screen,",224
performance.,224
part.,224
murdered,224
information,224
film?,224
effective,224
dream,224
advice,224
THAT,224
western,223
solid,223
machine,223
excited,223
evidence,223
cold,223
De,223
week,222
toward,222
logic,222
extreme,222
emotion,222
drunk,222
physical,221
long.,221
kick,221
fellow,221
connection,221
Yet,221
Miss,221
London,221
Are,221
:,221
),221
(even,221
send,220
latter,220
discover,220
anyway.,220
ahead,220
whatsoever.,219
standing,219
clue,219
aside,219
What's,219
Can,219
"""""A",219
returns,218
"poor,",218
intelligence,218
inept,218
"first,",218
disgusting,218
army,218
vote,217
rescue,217
powerful,217
portray,217
loses,217
green,217
gory,217
Ray,217
"Okay,",217
50,217
/>Then,217
"writing,",216
whenever,216
starting,216
"right,",216
production.,216
paying,216
normally,216
me.<br,216
"least,",216
feet,216
could've,216
cast.,216
anywhere,216
thoroughly,215
teacher,215
scare,215
produce,215
of.,215
mind.,215
fights,215
arts,215
/>Some,215
"together,",214
ripped,214
research,214
"lines,",214
fun.,214
featuring,214
drop,214
death.,214
choose,214
cat,214
Everyone,214
opens,213
grade,213
"gore,",213
energy,213
"ending,",213
"ago,",213
adds,213
references,212
plots,212
"other,",212
himself.,212
ground,212
delivered,212
dad,212
asleep,212
"around,",212
ancient,212
Jason,212
silent,211
rental,211
pair,211
one.<br,211
itself.,211
essentially,211
double,211
cost,211
chose,211
/>You,211
/>Now,211
/>After,211
shocking,210
promising,210
possible.,210
thanks,209
"place,",209
hospital,209
cutting,209
cash,209
capture,209
approach,209
Those,209
9,209
scared,208
paint,208
laugh.,208
hits,208
aware,208
area,208
Frank,208
Chinese,208
step,207
rip,207
monsters,207
massive,207
lower,207
likable,207
hotel,207
hidden,207
forgot,207
consists,207
actresses,207
8,207
(for,207
that.<br,206
regular,206
job.,206
"away,",206
alive,206
"/>Overall,",206
stereotypical,205
personally,205
months,205
"line,",205
lesbian,205
guns,205
ashamed,205
(although,205
warn,204
understanding,204
rubbish,204
magic,204
laughable.,204
issue,204
entertaining.,204
breaks,204
Bob,204
unknown,203
reminds,203
parody,203
"no,",203
mixed,203
adults,203
unrealistic,202
that?,202
occasionally,202
music.,202
hanging,202
calling,202
built,202
Watching,202
ALL,202
"something,",201
so-called,201
shocked,201
lovely,201
i'm,201
"friends,",201
football,201
date,201
continuity,201
comedic,201
claims,201
beauty,201
reviewer,200
leader,200
drag,200
dialogue.,200
cross,200
commercial,200
century,200
caused,200
VERY,200
They're,200
Sean,200
Go,200
Any,200
woods,199
wear,199
stuff.,199
priest,199
"performance,",199
holding,199
fault,199
director.,199
current,199
animals,199
"violence,",198
twice,198
sake,198
pictures,198
one's,198
knowledge,198
idiotic,198
hired,198
genre.,198
era,198
delivers,198
culture,198
collection,198
available,198
"Sure,",198
MST3K,198
Does,198
we've,197
"very,",197
sucks,197
struggle,197
"shot,",197
ruin,197
proved,197
nonsense,197
moved,197
hurt,197
"fun,",197
detective,197
commentary,197
color,197
claim,197
bet,197
"back,",197
Mark,197
opposite,196
"night,",196
lacked,196
hide,196
drugs,196
blind,196
are.,196
Horror,196
Anyone,196
"/>However,",196
unconvincing,195
seriously.,195
"of,",195
makeup,195
guy.,195
exact,195
boat,195
"Still,",195
/>At,195
types,194
see.,194
plastic,194
"more,",194
higher,194
genuinely,194
bad.<br,194
around.,194
"anything,",194
/>Even,194
stereotypes,193
station,193
reach,193
included,193
gags,193
blonde,193
European,193
Both,193
*,193
reaction,192
opera,192
"humor,",192
failure,192
exploitation,192
7,192
"wife,",191
things.,191
imagination,191
he'd,191
forgettable,191
filmmaker,191
attempting,191
actions,191
About,191
"who,",190
travel,190
theatre,190
sight,190
ride,190
picture.,190
manner,190
heck,190
"down,",190
Spanish,190
70's,190
(but,190
"sex,",189
serves,189
right?,189
rare,189
dubbed,189
dangerous,189
corny,189
bodies,189
accidentally,189
White,189
Thomas,189
Love,189
Alan,189
/>While,189
wall,188
uninteresting,188
suit,188
stayed,188
provides,188
keeping,188
idea.,188
"house,",188
develop,188
board,188
broken,187
blue,187
addition,187
according,187
vehicle,186
natural,186
lover,186
"idea,",186
epic,186
"done,",186
"did,",186
Harry,186
Apparently,186
post,185
offensive,185
met,185
"itself,",185
foreign,185
directly,185
design,185
desert,185
curious,185
charm,185
ain't,185
action.,185
Being,185
Before,185
/>First,185
truck,184
soul,184
night.,184
largely,184
inspired,184
here.<br,184
food,184
blow,184
Take,184
1.,184
"which,",183
unfortunate,183
supernatural,183
predictable.,183
mom,183
feelings,183
and/or,183
"about,",183
Jennifer,183
Have,183
DO,183
"yeah,",182
"slow,",182
provided,182
heroine,182
helps,182
featured,182
destroyed,182
continues,182
bomb,182
ago.,182
Jesus,182
"written,",181
threw,181
soft,181
face.,181
efforts,181
drags,181
comedies,181
"version,",180
trash.,180
trapped,180
sympathy,180
skills,180
say.,180
passed,180
paper,180
obnoxious,180
idiot,180
holds,180
hearing,180
fresh,180
fiction,180
fantastic,180
direction.,180
designed,180
deserved,180
dealing,180
church,180
believes,180
Sci-Fi,180
Moore,180
Johnny,180
throws,179
"things,",179
source,179
required,179
personality,179
"himself,",179
dozen,179
criminal,179
creatures,179
actor.,179
Roger,179
Dark,179
Canadian,179
Best,179
Allen,179
Adam,179
wears,178
trust,178
sudden,178
make-up,178
intriguing,178
history.,178
head.,178
explains,178
"ever,",178
discovered,178
buying,178
Saturday,178
Robin,178
Fred,178
/>There's,178
